STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
09,170,171202,3420,+41.524192,-072.758871
09,170,171300,3427,+41.534929,-072.778844
09,170,171400,2100,+41.537210,-072.789362
09,170,171500,3634,+41.548242,-072.788439
09,170,171600,4998,+41.558693,-072.788954
09,170,171700,3856,+41.546852,-072.766698
09,170,175100,3409,+41.460579,-072.816556
09,170,175200,2481,+41.452768,-072.824090
09,170,175300,4237,+41.439601,-072.823315
09,170,175400,4444,+41.471007,-072.821441
09,170,175501,1441,+41.457318,-072.871362
09,170,175502,6158,+41.458996,-072.845860
09,170,175600,5203,+41.484029,-072.839751
09,170,175700,1956,+41.499800,-072.834184
09,170,175800,4200,+41.471305,-072.791407
09,170,175900,4911,+41.446591,-072.804218
09,170,176000,5956,+41.440236,-072.786467
09,170,180101,2117,+41.249762,-072.881704
09,170,180102,4031,+41.255900,-072.866341
09,170,180200,5723,+41.276451,-072.880227
09,170,180300,2470,+41.274827,-072.869337
09,170,180400,2613,+41.296080,-072.869852
09,170,180500,4386,+41.319086,-072.858811
09,170,180601,3049,+41.314837,-072.842348
09,170,180602,3534,+41.333842,-072.841494
09,170,184101,5254,+41.281111,-072.813315
09,170,184200,4276,+41.276379,-072.841341
09,170,184300,4265,+41.263030,-072.837914
09,170,184400,3224,+41.263696,-072.803494
09,170,184500,2540,+41.283358,-072.786703
09,170,184600,2740,+41.275547,-072.759705
09,170,184700,5974,+41.302256,-072.809983
09,170,186100,6813,+41.328219,-072.773556
09,170,186200,6731,+41.392906,-072.783159
09,170,190100,3289,+41.283355,-072.673426
09,170,190200,3421,+41.270282,-072.704190
09,170,190301,6616,+41.321308,-072.677605
09,170,190302,5398,+41.320486,-072.719428
09,170,190303,3349,+41.380731,-072.710219
09,170,194101,2045,+41.278552,-072.568926
09,170,194102,2991,+41.276049,-072.615295
09,170,194201,7520,+41.331094,-072.638871
09,170,194202,5135,+41.327558,-072.607470
09,170,361401,4458,+41.308871,-072.932121
09,170,361402,4175,+41.312854,-072.926532
09,170,361500,7992,+41.287453,-072.961394
09,170,990000,0,+41.186161,-072.814860
09,180,690300,6805,+41.358018,-072.114829
09,180,690400,2186,+41.354253,-072.107649
09,180,690500,2774,+41.354359,-072.100658
09,180,690700,1402,+41.344721,-072.102664
09,180,690800,3458,+41.340778,-072.107113
09,180,690900,4963,+41.324429,-072.099227
09,180,693300,5672,+41.346259,-072.166737
09,180,693400,4286,+41.349442,-072.131587
09,180,693500,3460,+41.316541,-072.128482
09,180,693600,2886,+41.403288,-072.111147
09,180,693700,3267,+41.390476,-072.145434
09,180,695201,4975,+41.458625,-072.143167
09,180,695202,5854,+41.471339,-072.196207
09,180,696100,5094,+41.574547,-072.054339
09,180,696200,4768,+41.547866,-072.116829
09,180,696300,2741,+41.556531,-072.086583
09,180,696401,6168,+41.538661,-072.060292
09,180,696500,2931,+41.535758,-072.082354
09,180,696600,3861,+41.521478,-072.103573
09,180,696701,5902,+41.513607,-072.090610
09,180,696800,4016,+41.527878,-072.074511
09,180,697000,4644,+41.519177,-072.063288
09,180,700100,4788,+41.517002,-072.004902
09,180,701100,8050,+41.437548,-071.992612
09,180,701200,7355,+41.434570,-072.065200
09,180,702100,4504,+41.385824,-071.994432
09,180,702300,2419,+41.374418,-072.079886
09,180,702400,3352,+41.354905,-072.075440
09,180,702500,4679,+41.337712,-072.068090
09,180,702600,1115,+41.326929,-072.069803
09,180,702700,4707,+41.350945,-072.052084
09,180,702800,4031,+41.349356,-072.016572
09,180,702900,2352,+41.325059,-071.999799
09,180,703000,3645,+41.353802,-071.980064
09,180,705101,4202,+41.360933,-071.847427
09,180,705102,4193,+41.384522,-071.848458
09,180,705200,3407,+41.348080,-071.907530
09,180,705300,3747,+41.354087,-071.955659
09,180,705400,2786,+41.399675,-071.928555
09,180,707100,5149,+41.457460,-071.871915
09,180,709100,6004,+41.580435,-071.920836
09,180,709200,5398,+41.611416,-071.973947
09,180,710100,4195,+41.601829,-072.015736
09,180,711100,2967,+41.624280,-072.077919
09,180,712100,1863,+41.614236,-072.141068
09,180,713100,2429,+41.545744,-072.171466
09,180,714101,3782,+41.576598,-072.336086
09,180,714103,7096,+41.555714,-072.378356
09,180,714104,4677,+41.567187,-072.293090
09,180,715100,4213,+41.487907,-072.259463
09,180,716101,4975,+41.333057,-072.232817
09,180,716102,5753,+41.377573,-072.227419
09,180,800300,5958,+41.720613,-072.224986
09,180,800400,3910,+41.705269,-072.208417
09,180,800501,3804,+41.722988,-072.180225
09,180,800502,3149,+41.700271,-072.153106
09,180,800600,4187,+41.714619,-072.206538
09,180,800700,3417,+41.722047,-072.208621
09,180,870100,7142,+41.633656,-072.244515
09,180,870200,5792,+41.378976,-072.064069
09,180,870300,5779,+41.371917,-072.104420
09,180,870501,4315,+41.478019,-072.099629
09,180,870502,3243,+41.445613,-072.106668
09,180,870701,2072,+41.349129,-072.199525
09,180,870703,1749,+41.309181,-072.229036
09,180,870704,4144,+41.315943,-072.202972
09,180,980000,1823,+41.394661,-072.083976
09,180,990100,0,+41.260273,-072.174592
09,190,010101,4401,+41.069467,-073.679592
09,190,010102,4276,+41.097896,-073.633524
09,190,010201,3395,+41.060397,-073.623070
09,190,010202,5904,+41.059853,-073.590348
09,190,010300,4370,+41.037725,-073.637348
09,190,010400,5716,+41.024621,-073.659275
09,190,010500,6570,+41.015586,-073.643471
09,190,010600,1884,+41.028824,-073.626277
09,190,010700,3573,+41.028879,-073.617704
09,190,010800,3135,+41.038516,-073.600043
09,190,010900,5279,+41.049433,-073.576199
09,190,011000,5477,+41.028580,-073.565577
09,190,011100,5049,+41.031105,-073.582108
09,190,011200,1703,+41.015674,-073.624063
09,190,011300,2786,+41.001741,-073.653904
09,190,020101,2862,+41.057587,-073.540898
09,190,020102,3988,+41.052201,-073.542324
09,190,020200,3754,+41.123513,-073.591258
09,190,020301,3829,+41.153697,-073.555564
09,190,020302,3379,+41.143522,-073.577892
09,190,020400,3611,+41.120752,-073.549697
09,190,020500,4813,+41.080699,-073.568182
09,190,020600,4842,+41.095493,-073.553797
09,190,020700,4170,+41.105356,-073.527880
09,190,020800,2873,+41.091216,-073.541846
09,190,020900,5257,+41.095580,-073.519046
09,190,021000,3559,+41.084328,-073.525236
09,190,021100,6414,+41.071962,-073.524813
09,190,021200,4319,+41.074550,-073.540680
09,190,021300,4781,+41.064716,-073.551618
09,190,021401,3079,+41.050305,-073.555359
09,190,021402,3947,+41.053041,-073.562351
09,190,021501,3955,+41.051770,-073.550167
09,190,021502,2821,+41.047434,-073.549732
09,190,021601,3559,+41.061882,-073.543101
09,190,021602,4536,+41.062918,-073.536592
09,190,021701,3268,+41.056865,-073.528063
09,190,021702,4732,+41.056567,-073.534454
09,190,021801,4720,+41.063633,-073.526800
09,190,021802,5156,+41.061145,-073.516161
09,190,021900,6341,+41.049352,-073.510082
09,190,022000,3058,+41.052926,-073.514002
09,190,022101,3586,+41.051649,-073.522801
09,190,022102,3943,+41.044043,-073.524449
09,190,022201,3060,+41.045326,-073.538156
09,190,022202,4581,+41.041119,-073.539471
09,190,022300,6311,+41.037850,-073.550424
09,190,022400,2366,+41.029851,-073.525753
09,190,030100,3733,+41.099417,-073.487406
09,190,030200,3316,+41.084075,-073.465803
09,190,030300,4425,+41.061828,-073.470921
09,190,030400,4060,+41.065206,-073.493803
09,190,030500,5965,+41.078454,-073.502490
09,190,035101,3663,+41.148071,-073.487549
09,190,035102,4259,+41.139371,-073.494314
09,190,035200,3306,+41.168807,-073.520404
09,190,035300,4114,+41.127994,-073.499024
09,190,035400,5280,+41.167501,-073.476552
09,190,042500,3678,+41.153182,-073.401420
09,190,042600,4053,+41.134575,-073.390523
09,190,042700,5585,+41.143737,-073.422052
09,190,042800,4761,+41.129679,-073.407063
09,190,042900,1593,+41.147150,-073.442540
09,190,043000,3233,+41.131378,-073.440309
09,190,043100,4545,+41.107154,-073.454575
09,190,043200,3081,+41.110219,-073.439063
09,190,043300,3389,+41.120835,-073.430108
09,190,043400,4980,+41.125396,-073.418913
09,190,043500,2713,+41.120609,-073.389780
09,190,043600,3187,+41.116262,-073.402386
09,190,043700,3602,+41.114974,-073.414148
09,190,043800,8083,+41.111961,-073.427854
09,190,043900,5456,+41.090925,-073.436170
09,190,044000,6241,+41.097957,-073.426204
09,190,044100,3479,+41.097199,-073.418393
09,190,044200,4092,+41.101969,-073.405385
09,190,044300,4264,+41.102642,-073.395083
09,190,044400,3536,+41.087357,-073.415237
09,190,044500,4056,+41.086473,-073.424541
09,190,044600,3577,+41.068119,-073.438526
09,190,045101,4094,+41.212818,-073.469338
09,190,045102,5885,+41.223653,-073.429557
09,190,045200,2720,+41.198131,-073.435936
09,190,045300,2513,+41.166598,-073.438841
09,190,045400,3291,+41.178104,-073.402224
09,190,050100,4070,+41.154886,-073.376379
09,190,050200,4096,+41.151796,-073.355523
09,190,050301,3977,+41.150895,-073.318023
09,190,050302,4425,+41.164434,-073.341577
09,190,050400,2444,+41.116025,-073.375146
09,190,050500,4751,+41.123463,-073.356140
09,190,050600,3378,+41.130258,-073.323017
09,190,055100,5837,+41.231891,-073.381069
09,190,055200,4517,+41.203049,-073.354800
09,190,200100,4039,+41.371060,-073.425139
09,190,200200,5788,+41.377320,-073.406378
09,190,200301,5263,+41.408479,-073.391975
09,190,200302,5268,+41.367721,-073.386504
09,190,205100,4413,+41.477651,-073.426597
09,190,205200,7015,+41.475876,-073.380076
09,190,205300,6100,+41.447152,-073.397947
09,190,210101,2773,+41.398566,-073.457086
09,190,210102,3246,+41.391014,-073.447745
09,190,210201,3533,+41.394317,-073.440859
09,190,210202,3437,+41.403000,-073.451794
09,190,210300,6114,+41.407057,-073.438465
09,190,210401,4594,+41.385434,-073.431575
09,190,210402,4433,+41.397660,-073.421290
09,190,210501,3207,+41.361943,-073.447702
09,190,210502,6528,+41.378210,-073.513383
09,190,210600,6623,+41.386211,-073.457798
09,190,210701,5877,+41.396851,-073.465535
09,190,210702,3880,+41.388741,-073.469351
09,190,210800,6099,+41.398818,-073.499538
09,190,210900,5921,+41.421542,-073.495596
09,190,211000,4051,+41.425720,-073.473940
09,190,211100,1190,+41.436012,-073.467078
09,190,211201,3630,+41.416750,-073.450187
09,190,211202,2769,+41.434202,-073.464118
09,190,211300,3549,+41.440216,-073.441872
09,190,211400,5064,+41.431030,-073.424298
09,190,220100,4912,+41.461677,-073.524587
09,190,220200,4873,+41.476327,-073.493836
09,190,220300,3794,+41.489552,-073.467400
09,190,230100,7351,+41.432563,-073.307625
09,190,230200,1914,+41.412474,-073.311553
09,190,230300,3490,+41.395883,-073.339676
09,190,230400,5579,+41.362883,-073.307499
09,190,230501,3942,+41.410677,-073.229827
09,190,230502,4897,+41.383405,-073.251593
09,190,240100,4294,+41.290333,-073.426777
09,190,240200,4471,+41.314807,-073.368741
09,190,245100,2879,+41.321536,-073.507088
09,190,245200,4463,+41.321658,-073.483226
09,190,245300,5362,+41.285624,-073.482311
09,190,245400,3404,+41.257609,-073.482048
09,190,245500,2952,+41.275462,-073.512435
09,190,245600,5973,+41.319614,-073.523873
09,190,250100,1662,+41.529128,-073.361872
09,190,253100,3473,+41.594272,-073.410377
09,190,253200,7397,+41.580557,-073.385867
09,190,253400,6216,+41.552581,-073.441645
09,190,253500,5990,+41.632885,-073.417587
09,190,257100,3527,+41.576317,-073.494758
09,190,425700,5039,+41.564728,-073.422173
09,190,990000,0,+41.021233,-073.438153
